Street or Road Name,Secondary street name,1: Are you in favour of reducing traffic in Littlemore?,2: How many journeys per week do you make - CAR - BEFORE LTN,2: How many journeys per week do you make - CAR - AFTER LTN,2: How many journeys per week do you make - MOTORBIKE - BEFORE LTN,2: How many journeys per week do you make - MOTORBIKE - AFTER LTN,2: How many journeys per week do you make - VAN - BEFORE LTN,2: How many journeys per week do you make - VAN - AFTER LTN,2: How many journeys per week do you make - BUS - BEFORE LTN,2: How many journeys per week do you make - BUS - AFTER LTN,2: How many journeys per week do you make - FOOT - BEFORE LTN,2: How many journeys per week do you make - FOOT - AFTER LTN,2: How many journeys per week do you make - WHEELCHAIR etc - BEFORE LTN,2: How many journeys per week do you make - WHEELCHAIR etc - AFTER LTN,2: How many journeys per week do you make - BIKE - BEFORE LTN,2: How many journeys per week do you make - BIKE - AFTER LTN,2: How many journeys per week do you make - SCOOTER - BEFORE LTN,2: How many journeys per week do you make - SCOOTER - AFTER LTN,"3: If you drive, the reasons for this are:","4. Overall, the LTN's impact on you has been:",5. Location of traffic filters: Church Hill Road,5. Location of traffic filters: Beauchamp Lane,5. Location of traffic filters: Littlemore Road,5. Location of traffic filters: Mayfair Road,5. Location of traffic filters: Liddell Road,5. Location of traffic filters: Bartholomew Road,6: Do you think the current Cowley LTNs should be,7:  What is the biggest benefit of the LTNs?,8: What is the biggest problem of the LTNs?,9: Have you filled in the county's online LTN consultation?,10. Do you have any other comments or ideas to improve traffic in our area?
Spring Lane,,Yes,42,42,,,,,,,,,,,,,,,"Work, Health appointments, School run",5,Remove,Agree,Change,No opinion,No opinion,Remove,Removed,None,Local people having to re-route miles on their usual journey; Just making local journeys an absolute pain,No,"Sandy Lane West is a race track, it's fast ridiculous ,if any local road needs attention it's this one. People drive like maniacs especially at night, its dangerous even in the day time"
Spring Lane,,No opinion,0,15-20,,,,,,1-2,,,,,,,,,"Work, Shopping, School run",3,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,Kept as is,less traffic in certain lanes and streets. safe for children,"More traffic on main roads, especially during rush hour",No,"I have recently moved, so do not have correct knowledge of the impact of LTN. However, in general if is a good initiative to prevent traffic CO2 in quieter neighbourhoods I have felt comfortable driving so would suggest to continue LTN"
Spring Lane,,No opinion,7,7,,,,,,,,,,,,,,,Work,5,Change,Change,Change,Change,Change,Remove,,none,Make journeys longer. More pollution on main roads. More Traffic,No,
Spring Lane,,Yes,12,6,,,,,2,2,12,6,,,5,5,,,"Work, Shopping, Health appointments",4,Remove,No opinion,Remove,Remove,Remove,Remove,Removed,safe for the children,parking is a massive issue. Cars just rushing around other roads,Yes,Traffic lights instead of LTN's
Spring Lane,,No,6,6,,,,,,,1,1,,,,,,,"Shopping, Health appointments",4,No opinion,No opinion,No opinion,No opinion,No opinion,Remove,Removed,they may reduce traffic in residential streets,they make car journeys less pleasant,No,"If the intention is to reduce rat running through residential areas, then ways of improving traffic flow on main roads should be improved. Replacing traffic lights with roundabouts where possible. This would reduce the incentive to use residential streets"
Spring Lane,,Yes,14,14,,,,,,,,,,,,,,,"Work, Shopping, Health appointments, School run",3,Change,Change,Change,Change,Change,Remove,Kept with alterations,may be for the residents who live there,"people who don't live there  but visit to shop, see family & friends",No,"speed camera on sandy lane and ring road. I can hear the crazy speeds some people do. I don't use the locations listed above, they don't impact my life, so difficult to comment."
Spring Lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comment made by michael evans. The person living at this address is a senior citizen. Not driving and does not feel he needs to comment.
Spring Lane,,No opinion,20,20,,,20,20,,,,,,,,,,,"Work, Shopping",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,traffic problems everywhere,No,restrict parking on some of the main routes in cowley and littlemore
Spring Lane,,Yes,15,25,,,,,,,10,1,,,,,,,"Work, Shopping, Gyms, Health appointments, School run, Caring responsibilities",5,No opinion,No opinion,Remove,Remove,No opinion,Remove,Removed,have seen more cyclist ..although people are back to work after covid,roads are more dangerous,Yes,"personally I have to use my car more than ever. I care for two elderly relatives and have two young children and work full time. The LTN's have caused more traffic. We need better cycling infrastructure and bus services to get people cycling and walking more. We need more local services(shops, schools, GP, Dentist) so people don't have to travel as far. Encourage working from home for more travel time to walk"
Spring Lane,,Yes,5,5,,,,,,,2,2,,,,,,,"Shopping, Gyms, Health appointments",5,Change,Change,No opinion,No opinion,Change,Remove,Kept with alterations,None,Creates heavier traffic to get around them; traffic displacement,Yes,"Sandy Lane West should be no parking at any time, as it is a pinch point for traffic entering the ring road as well as coming off and 2 schools and industrial estate. With cars vans etc parked along its length it has become a single lane road"
Spring Lane,,No,15-20,15-20,,,,,,,,,,,10,10,,,"Work, Shopping, Health appointments",4,Remove,Remove,Remove,Remove,Remove,Remove,Removed,safer for pedestrian/cyclist,create more traffic,,
Spring Lane,,Yes,20,20,,,,,,,7,7,,,2,2,,,"Work, Shopping, Gyms, Health appointments, Caring responsibilities",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,A blunt instrument for a very poor transport system,No,"Need police to enforce the highway code. Need traffic calming in Sandy Lane West. Speed humps, traffic light pedestrian crossing by schools. Need double yellow lines on Sandy Lane West. Need an affordable transport network, Bus and Train"
Spring Lane,,No opinion,,,,,28,28,,,,,,,,,,,"Work, Shopping, Health appointments",5,No opinion,Remove,Remove,No opinion,No opinion,Remove,Removed,None,extra mileage not environmentally friendly with extra travel; extra 2 mile journey to get home,Yes,"Stop cars parking on sandy lane west, which causes hold ups is dangerous with 2 schools in the vicinity."
Spring Lane,,No,10,10,,,50,50,,,,,,,,,,,"Work, Health appointments",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,"They stop all people who live in the real world going about their business without cars, vans poring out more pollution; spend more money on petrol. Give more pollution. Make more traffic build up.",No,"I have not filled out the online  LTN consultation, because like many people can not use a computer etc.
Just put back the use of roads as before. When you sit in jammed up traffic in cowley area pouring out pollution due to the free movement of traffic has been stopped. Livingin cowley for 74 years I have never heard of anybody asking for roads to be shut. This operation to shut roads appear to me and large amount of other people a case of do what I say. No proper voting or consultation. E.W Armstrong"
Spring Lane,,,20,20,,,,,,,,,,,,,,,"Work, Shopping, Gyms, Health appointments",5,No opinion,Agree,Change,No opinion,No opinion,Remove,Removed,,longer journey congestion increase,Yes,
Spring Lane,,,many,the same,many,the same,nil,nil,nil,nil,many,the same,some,the same,some,the same,nil,nil,"Work, Shopping, Health appointments",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,the reduction of options to shorten travel time and distance,No,
Spring Lane,,No,everyday,everyday,,,,,,,,,,,,,,,"Shopping, Gyms, Health appointments",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,"no R turn at rose hill traffic lights, when you want drivers to turn there; traffic displacement",Yes,"roads are made for driving on, limiting on where we can go just gives congestion in other R'ds as everyone is going the same route, at least without LTNs there were drivers taking different routes and not sat in traffic causing pollution to the houses at stand still traffic for 5-10 mins"
Spring Lane,,No,7,7,,,,,,,1,1,,,5,5,,,"Work, Shopping, Health appointments, Caring responsibilities",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,more congestion on other roads in the area,Yes,"keep council (Highway) out of any involvement with traffic control and leave it to the residents who live in the area. All it appears to have done is move the problem, e.g Church Cowley Road is now congested more than ever."
Spring Lane,,Yes,15+,15+,,,,,,,,,,,,,,,Work,5,,Remove,Remove,Remove,Remove,Remove,Removed,None,more complications than before,No,
Spring Lane,,No,10/15,10/15,,,,,,,,,,,,,,,"Work, Shopping, Gyms, Health appointments, Caring responsibilities",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,See below. The major problem it is causing hundreds of people!!!,No,"Tried to fill out the online consultation. Say's it's closed.
Look up the word ROAD in the dictionary. it says : "" Leading from one place to another that vehicles use!! NOT: Lets block all roads making vehicles use other roads and cause major pollution, road rage and longer journeys!
PLUS the poor refuge drivers, taxis,999's and local shops losing business, especially the coop. Take them down!!
Don't try and fix something that isn't broke. Its a waste of our council tax money. Use it to put residential parking down Sandy lane west + Spring Lane when football is on!!!"
Spring Lane,,Yes,15,15,,,,,,,4,4,,,,,,,"Work, Shopping, Gyms, Caring responsibilities",5,No opinion,Remove,Remove,No opinion,No opinion,Remove,Removed,None,forcing more traffic onto fewer roads causing congestion,No,if the idea is to build more housing it is surely going to result in more local traffic. Make sure any new developments have sufficient off street parking to allow for clear roads & footpaths. Also electric cars need to park close to houses for charging up overnight
Spring Lane,,No opinion,5,5,,,,,,,,,,,,,,,Work,4,,,Remove,,,Remove,,,"longer journey times, congestion in other areas",No,
St Nicholas Road,,Yes,15,10,,,,,,,,,,,,,,,"Work, Shopping, Health appointments, School run",,Remove,Remove,Remove,Remove,Remove,Remove,Removed,,Traffic; lateness to appointments,No,"- More buses
- Add connecting road from Littlemore to Kassam"
St Nicholas Road,,No,7,7,,,,,,,2,2,,,1,1,,,"Work, Shopping, Health appointments, Caring responsibilities",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,"Traffic congestion, longer journeys, more pollution",Yes,"- Make use of private eScooters legal
- More cycle paths"
St Nicholas Road,,Yes,6,6,,,,,,,,,,,,,,,"Work, School run",3,No opinion,No opinion,Remove,No opinion,No opinion,No opinion,Removed,,Delivery men having to take longer route,No,
St Nicholas Road,,No,,,,,14,14,,,,,,,,,,,Work,5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,Traffic displacement; problems for emergency services,No,Remove LTNs
St Nicholas Road,,Yes,Yes,,,,,,,,,,,,,Yes,,,Gyms,3,Agree,Agree,Agree,Agree,Agree,Agree,Kept as is,Encourage people to walk,None,No,"- Extend LTNs to other areas
- Create more safe bike lanes / racks"
St Nicholas Road,,No,5,2,,,,,,,,,,,,,,,"Work, Shopping, Health appointments",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,,Congestion; longer drive times; pollution,Yes,
St Nicholas Road,,No opinion,,,,,,,4,4,1,1,,,,,,,Don';t drive,4,Remove,No opinion,Remove,No opinion,No opinion,Remove,Removed,None,Inconvenience for visitors,No,
St Nicholas Road,,Yes,20,6,,,,,,,,,,,,,,,"Shopping, Health appointments, Caring responsibilities",,No opinion,Remove,Remove,No opinion,No opinion,Remove,Removed,None,Littlemore Road is a main road; 5 min journey to Cowley Centre now takes 30 mins,Yes,
St Nicholas Road,,Yes,7-10,7-10,,,,,,,,,,,,,,,"Shopping, Health appointments, Caring responsibilities",5,No opinion,No opinion,Remove,Remove,No opinion,Remove,Removed,None,Filter traffic to same route,No,More off road parking for residents
St Nicholas Road,,No,10,10,,,,,,,,,,,,,,,"School run, Caring responsibilities",4,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,Just creates congestion in other areas,No,
St Nicholas Road,,Yes,4-5,4-5,,,,,Varies,Varies,Yes,Yes,,,,,,,"Shopping, Health appointments",,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,Traffic congestion; too much traffic on Iffley and Cowley Roads,No,
St Nicholas Road,,,7,5,,,,,,,,,,,,,,,"Shopping, Health appointments",5,No opinion,No opinion,Remove,No opinion,No opinion,Remove,Removed,None,Longer journeys; more congestion along Rose Hill and Iffley Roads,No,
St Nicholas Road,,Yes,2`,2,,,,,,,10,10,,,12,12,,,,3,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,Don't know,Enjoy lack of traffic on roads,Pushes traffic onto main roads so more congestion,No,"Improve bus services (frequency, cost) to stop people driving"
St Nicholas Road,,No,22,22,,,,,,,15,15,,,,,,,"Work, Shopping, Health appointments, School run",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,Extra fuel and time for trips,No,Remove LTNs
St Nicholas Road,,,Yes,Yes,,,,,,,,,,,,,,,"Work, Health appointments",,No opinion,No opinion,Remove,No opinion,No opinion,Remove,Removed,None,Can't get to Cowley Centre,No,
St Nicholas Road,,No,3,3,1,1,2,2,,,10,10,,,5,5,2,2,"Shopping, Health appointments",5,Remove,Agree,Remove,Remove,No opinion,Remove,Removed,None,Traffic displacement,No,"- Remove LTNs
- Legalise eScooters (with small road tax and compulsory basic training), allow on roads for over 16s"
St Nicholas Road,,No opinion,20,20,,,,,,,5,5,,,,,,,"Work, School run",4,,,,,,,Kept with alterations,Low traffic in LTN areas,Not enough work done to support the transition,No,Better enforcement/remapping of double yellow lines; zero visibility chicane created on St Nicholas Road is dangerous
St Nicholas Road,,Yes,10,10,,,,,,,1,1,,,2,2,,,"Shopping, Health appointments, School run",5,No opinion,Agree,Remove,No opinion,No opinion,Change,Removed,Lower traffic in areas,Traffic displacement; Minchery Farm cut off from rest of the city; LTNs have been poorly implemented and thought out,Yes,
St Nicholas Road,,No,Yes,Yes,,,,,,,Yes,Yes,,,,,,,"Work, Shopping, Health appointments, Caring responsibilities",5,Remove,Remove,Remove,Remove,Remove,Remove,Removed,None,Restricted movement for elderly / schools / general usage,,Remove LTNs
